Row Labels,Ward/Project Number,Project Name,SubProject Name,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
,CHS907637-1,Squirrel's Nest Day Care Centre ,Squirrel's Nest Daycare Centre,77,0,0,0,0,0,0,0,0,0
,FAC906394-131,Structural/Building Envelope,2444 Eglinton Ave E-Rpl Windows/OH door,0,0,0,0,12,152,0,0,0,0
,FAC906395-74,Mechanical and Electrical,1305 Ellesmere Rd-Var Reno Projects,0,0,0,0,49,673,0,0,0,0
,PKS000017-353,Park Development,Brimley/401/Progress^,0,0,40,370,0,0,0,0,0,0
,FAC906396-135,Sitework,1050 Ellesmere Rd - Bldg D - Various Projects,0,0,0,0,0,0,0,0,0,74
,FAC906394-346,Structural/Building Envelope,2430 LawrenceE-Exterior Wall Rehabilitation,10,107,0,0,0,0,0,0,0,0
,LIB907255-3,Library Processing Centre Relocation to Ellesmere,Library Processing Centre Change of Scope,600,0,0,0,0,0,0,0,0,0
,TRN908026-1,CP Industrial Spur Line,CP Industrial Spur Line,"1,400",0,0,0,0,0,0,0,0,0
,Scarborough Centre-37 Total,,,"2,087",107,40,370,61,825,0,0,0,74
38,Scarborough Centre-38,,,,,,,,,,,,
,ACH000011-49,Service Enhancement,Scarborough Museum Kennedy Gallery - FY,0,0,0,0,0,0,0,600,0,0
,ACH000012-143,Restoration/Preservation of Heritage Elements,Scarborough Museum Restoration-2013,198,0,0,0,0,0,0,0,0,0
,ACH000013-27,Refurbishment and Rehabilitation,Scarborough Museum Interiors- FY,0,0,0,0,0,0,0,200,300,0
,FAC906393-69,Re-roofing,740 Markham-Re-roofing,4,181,0,0,0,0,0,0,0,0
,FAC906395-258,Mechanical and Electrical,740 Markham Rd-Replace HW Heating Boiler,0,0,0,7,0,85,0,0,0,0
,FAC906395-456,Mechanical and Electrical,"821 Progress-Rpl Pavement,Elevator",0,43,393,334,0,0,0,0,0,0
,FAC906395-72,Mechanical and Electrical,150 Borough Dr-MCC Replacement,0,0,0,0,0,0,0,0,0,17
,LIB000329-1,Scarborough Civic Centre New Construction,Scarborough Civic Centre New Construction,"3,347",0,0,0,0,0,0,0,0,0
,PKS000017-49,Park Development,Thomson Park - Redevelopment of Park Areas^,125,0,0,0,0,0,0,0,0,0
,PKS000019-227,Playgrounds/Waterplay,Thomson Memorial Park - Wading Pool Conversion,50,450,0,0,0,0,0,0,0,0
,PKS000019-280,Playgrounds/Waterplay,MacGregor Park - Wading Pool Conversion,0,0,0,0,118,0,0,0,0,0
,ACH000012-155,Restoration/Preservation of Heritage Elements,Scarborough Museum Restoration-2014,100,0,0,0,0,0,0,0,0,0
,FAC906395-911,Mechanical and Electrical,821 Progress Ave - Replacement of All Power Distri,0,0,0,0,0,0,0,0,0,17
,FAC906394-326,Structural/Building Envelope,2900 Lawrence Ave E - Exterior Doors and Various R,0,0,0,0,0,0,0,0,0,10
,FAC906395-879,Mechanical and Electrical,3100 EGLINTON AVE E - Various Projects,0,0,0,0,0,0,0,0,0,5
,FAC906394-330,Structural/Building Envelope,3100 EGLINTON E-Exterior & Overhead Door ,0,0,0,0,0,0,0,0,0,26
,FAC906396-137,Sitework,150 Borough Dr - Various Projects,0,0,0,0,0,0,0,0,0,113
,FAC906394-342,Structural/Building Envelope,821 Progress Ave - Various Projects,0,0,0,0,0,0,0,0,0,12
,FAC906397-291,Renovations,821 Progress Ave - Various Projects,0,0,0,0,0,0,0,0,0,5
,Scarborough Centre-38 Total,,,"3,824",674,393,341,118,85,0,800,300,205
39,Scarborough-Agincourt-39,,,,,,,,,,,,
,FAC906396-99,Sitework,"3061 Birchmount Rd-Asphalt Pavement,Curbs",16,161,0,0,0,0,0,0,0,0
,LIB907730-7,Bridlewood Renovation,Bridlewood Renovation 2013-2017,0,807,0,442,0,0,0,0,0,0
,LIB907730-8,Bridlewood Renovation,Bridlewood Expansion 2013-2017,0,293,0,358,0,0,0,0,0,0
,FAC906394-328,Structural/Building Envelope,3061 Birchmount Road - Various Projects,0,0,0,0,0,0,0,0,0,5
,TTC908032-1,McNicoll Bus Garage Facility, McNicoll Bus Garage Facility - Growth ,"2,000","5,000","10,000",0,0,0,0,0,0,0
,Scarborough-Agincourt-39 Total,,,"2,016","6,261","10,000",800,0,0,0,0,0,5
40,Scarborough-Agincourt-40,,,,,,,,,,,,
,PKS000019-206,Playgrounds/Waterplay,Vradenburg Park - New Waterplay^,50,450,0,0,0,0,0,0,0,0
,PKS000022-107,Trails & Pathways,Vradenburg Park - New Trail System^,0,175,0,0,0,0,0,0,0,0
,PKS000017-735,Park Development,Ward 40 Park Improvements - S42,125,0,0,0,0,0,0,0,0,0
,Scarborough-Agincourt-40 Total,,,175,625,0,0,0,0,0,0,0,0
41,Scarborough-Rouge River-41,,,,,,,,,,,,
,PKS023   -248,Community Centres,Milliken Park CRC Expansion Construction - S37,"1,653",0,0,0,0,0,0,0,0,0
,PKS023   -278,Community Centres,Milliken CC - S37 Accumulated interest,0,200,0,0,0,0,0,0,0,0
,TRC907697-28,CRITICAL EROSION CONTROL & FLOODWORKS NEEDS ,Layer1:EC 447-449 GUILDWOOD PARKWAY,0,"1,500",600,0,0,0,0,0,0,0
,Scarborough-Rouge River-41 Total,,,"1,653","1,700",600,0,0,0,0,0,0,0
42,Scarborough-Rouge River-42,,,,,,,,,,,,
,FAC906393-59,Re-roofing,37 Lapsley-Replace roofing systems,11,210,0,0,0,0,0,0,0,0
,FAC906394-20,Structural/Building Envelope,1530 Markham-Rev Doors Pavers Ceilings,0,0,0,0,0,0,0,0,0,46
,FAC906394-40,Structural/Building Envelope,1530 Markham-Windows&install glazng units,0,0,0,0,87,794,0,0,0,0
,FAC906395-237,Mechanical and Electrical,900 Tapscott -Repl Domestic Hot Water Heater,0,0,0,24,0,0,0,0,0,0
,PKS023   -284,Community Centres,North East Scarborough CC (RFR#3) Design,0,0,0,0,160,0,0,0,0,0
,PKS000024-242,Environmental Initiatives,Rouge Park - Beare Road Construction,0,250,500,500,100,0,0,0,0,0
,FAC906395-851,Mechanical and Electrical,242 Milner-Humidifier Air Handling Units,36,364,0,0,0,0,0,0,0,0
,PKS000024-239,Environmental Initiatives,Rouge Park - Beare Road Project Design,150,0,0,0,0,0,0,0,0,0
,ERP906993-25,Energy Retrofit Projects,ERP - Efficiencies-Americas Pavillion Toronto Zoo,60,205,0,0,0,0,0,0,0,0
,Scarborough-Rouge River-42 Total,,,257,"1,029",500,524,347,794,0,0,0,46
43,Scarborough-East-43,,,,,,,,,,,,
,ACH000012-126,Restoration/Preservation of Heritage Elements,Cedar Ridge CRC Restore -FY,0,0,0,198,98,0,100,300,0,300
,FAC906393-66,Re-roofing,40 Coronation-Roofing Systems,10,215,0,0,0,0,0,0,0,0
,LIB907265-1,Guildwood Neighbourhood Library Relocation,Guildwood Neighbourhood Library Renovation,0,0,0,0,0,48,0,0,0,89
,PKS000017-355,Park Development,Morningside North of Military Trail^,0,0,98,0,0,0,0,0,0,0
,PKS000017-440,Park Development,Morningside Park - Install Shelter & Tables^,0,150,0,0,0,0,0,0,0,0
,PKS000019-228,Playgrounds/Waterplay,Seven Oaks Park-New Splash Pad^,450,0,0,0,0,0,0,0,0,0
,PKS000022-187,Trails & Pathways,Upper Highland Creek Trail Ext.Ph. 3-5^,0,0,0,140,0,0,0,0,0,0
,PKS000019-302,Playgrounds/Waterplay,Elisabeth Simcoe Park ,50,500,0,0,0,0,0,0,0,0
,ACH000010-73,Cultural Infrastructure Development,The Guild Revitalization-2014,700,500,0,0,0,0,0,0,0,0
,FAC906395-857,Mechanical and Electrical,100 Galloway Road - Various Projects,0,0,0,0,0,0,0,0,0,8
,FAC906395-858,Mechanical and Electrical,100 Galloway Road - Various Projects,0,0,0,0,0,0,0,0,0,12
,Scarborough-East-43 Total,,,"1,210","1,365",98,338,98,48,100,300,0,409
44,Scarborough-East-44,,,,,,,,,,,,
,FAC906394-26,Structural/Building Envelope,5318 Lawrence Ave. E-Cladding Repairs,6,46,0,0,0,0,0,0,0,0
,PKS000017-373,Park Development,Adams Park - Install 2 New Picnic Shelters^,175,0,0,0,0,0,0,0,0,0
,PKS000022-205,Trails & Pathways,Lawrence Ave to Coronation Dr. New Trail ^,25,275,0,0,0,0,0,0,0,0
,TRN906071-2,Port Union Road,Port Union Road - Future,0,0,0,0,0,570,0,0,0,0
,FAC906393-125,Re-roofing,891 Morningside Ave--Roof Replacement,0,0,0,0,0,4,37,0,0,0
,ERP907661-6,Renewable Energy Program,PanAm Aquatic Centre - Solar PV,"1,250",0,0,0,0,0,0,0,0,0
,FAC906393-121,Re-roofing,891 Morningside Ave-Roof Replacement,0,0,0,0,0,7,117,0,0,0
,FAC906393-123,Re-roofing,891 Morningside Ave-Wood Roof Framing Rehabilitat,0,0,10,88,0,0,0,0,0,0
,PKS000017-737,Park Development,Ward 44 Park Improvements - Donations/S42,270,0,0,0,0,0,0,0,0,0
,FAC906393-118,Re-roofing,4331 LAWRENCE-Flashing Repairs Additional Cooling,0,0,16,126,0,0,0,0,0,0
,FAC906393-124,Re-roofing,891 Morningside Ave-Main roof replacement,0,0,0,0,0,0,26,259,0,0
,FAC906394-343,Structural/Building Envelope,891 Morningside Avenue-Exterior wall rehabilitatio,0,0,0,17,131,0,0,0,0,0
,FAC906393-122,Re-roofing,891 Morningside Inverted Built Up Roof Replacement,0,0,0,0,23,240,0,0,0,0
,Scarborough-East-44 Total,,,"1,726",321,26,231,154,821,180,259,0,0
0,City Wide-00,,,,,,,,,,,,
,ACH000010-60,Cultural Infrastructure Development,Public Art Development Competitions-FY,0,55,55,55,55,55,0,50,50,50
,ACH000012-112,Restoration/Preservation of Heritage Elements,Preventive Maintenance - FY,0,200,242,220,275,220,250,200,200,200
,ACH000012-114,Restoration/Preservation of Heritage Elements,Outdoor Public Art -FY,0,100,0,0,0,0,0,0,50,0
,ACH000013-34,Refurbishment and Rehabilitation,Museums Interiors Planning - FY,0,75,0,0,0,0,0,100,0,0
,ACH000015-17,Collections Care,Large Artifact Care - FY,0,0,0,0,99,0,0,0,50,0
,ACH000016-64,Major Maintenance ,Legislated Mech. & Elect. - FY,0,100,99,0,99,0,100,100,50,100
,ACH000016-90,Major Maintenance ,Life Safety Security Updates - FY,0,101,0,0,0,0,0,0,0,0
,ACO907769-1,Case Management System SOGR,Case Management System SOGR,0,0,0,0,0,0,0,700,0,0
,AMB000136-3,Backup Communications Centre Upgrades,Backup Communications Centre Upgrades,"1,200",300,0,0,0,0,0,0,0,0
,AMB000137-9,Mobile Data Communications,Mobile Data Communications - 2015 - 2023,0,375,300,300,575,375,375,375,375,375
,AMB906057-6,Radio Infrastructure for Portable Coverage ,Portable Radio Replacements,0,0,"1,000",0,0,0,0,0,0,0
,AMB906058-6,Public Access Defibrillator Program,Public Access Defibrillator Replacements,0,0,0,0,0,522,0,0,0,0
,AMB907787-1,Medical Equipment Replacement Program,Medical Equipment Replacement Program - 2013,200,0,0,0,0,0,0,0,0,0
,AMB907787-2,Medical Equipment Replacement Program,Medical Equipment Replacement Program - 2014,110,0,0,0,0,0,0,0,0,0
,CFO906795-8,Fin. Plan. Analysis & Reporting System (FPARS),"SAP Upgrades (ECC, PBF, Payroll)",0,0,0,0,0,200,"3,800",0,0,0
,CFO906798-1,Risk Mgmt Information System Replacement,Risk Mgmt Information System Replacement,34,0,0,0,0,0,0,0,0,0
,CFO906800-1,Risk Mgmt Information System Replacement 2019,Risk Mgmt Information System Replacement 2019,0,0,0,0,0,125,0,0,0,0
,CFO906802-1,Investment & Debt Mgmt System Replacement 2018,Investment & Debt Mgmt System Replacement 2018,0,0,0,0,500,0,0,0,0,0
,CFO906892-1,Captor Migration to New System 2014,Captor Migration to New System 2014,950,"1,033","3,017",0,0,0,0,0,0,0
,CHS907230-1, MCCS - State Of Good Repair,MCCS - State Of Good Repair,0,125,0,0,0,0,0,0,0,0
,CHS907362-1,CSIS 3,CSIS 3,450,0,0,0,0,0,0,0,0,0
,CHS907644-1,New Child Care Centre No. 6,New Child Care Centre No. 6,0,0,0,50,167,173,0,0,0,0
,CHS907645-1,New Child Care Centre No. 7,New Child Care Centre No. 7 ,0,0,0,0,0,50,167,173,0,0
,CHS907902-1,New Child Care Centre No. 8,New Child Care Centre No. 8,0,0,0,0,0,0,50,167,173,0
,CLK906877-2,Toronto Election Information System (TEIS),TEIS Maintenance & Upgrade for 2014 Election,480,0,0,0,0,0,0,0,0,0
,CLK906877-5,Toronto Election Information System (TEIS),TEIS Maintenance & Upgrade 2014,850,0,0,0,0,0,0,0,0,0
,CLK906878-10,Archives Strategic Plan Implementation,Archives Strategic Plan Implementation,150,0,0,0,0,0,0,0,0,0
,CLK906878-3,Archives Strategic Plan Implementation,Archive SOGR,50,50,50,0,0,0,0,0,0,0
,CLK906878-7,Archives Strategic Plan Implementation,Archives Strategic Plan Implementation S6,0,735,215,200,0,0,0,0,0,0
,CLK906878-9,Archives Strategic Plan Implementation,Archives SOGR 2017,0,0,0,50,0,0,0,0,0,0
,CLK906880-1,Implementation of New Vote Counting System,Replacement of Vote Counting Equipment - 2015,0,150,"14,980",480,0,0,0,0,0,0
,CLK907142-2,Wedding Chambers Renovations,Wedding Chambers Renovation SOGR 2021,0,0,0,0,0,0,0,500,0,0
,CLK907146-2,Printing Equipment Replacement Plan 2014-2019,Drct to Plate Processor Conveyor & Scanner - 2015,0,500,0,0,0,0,0,0,0,0
,CLK907146-3,Printing Equipment Replacement Plan 2014-2019,Paper Cutter - 2014,200,0,0,0,0,0,0,0,0,0
,CLK907146-4,Printing Equipment Replacement Plan 2014-2019, Bourg Collator - 2016,0,0,125,0,0,0,0,0,0,0
,CLK907146-5,Printing Equipment Replacement Plan 2014-2019,3 Small Format TOKO Printing Press - 2019,0,0,0,0,0,225,0,0,0,0
,CLK907146-6,Printing Equipment Replacement Plan 2014-2019,Bindery Packing System - 2016,0,0,200,0,0,0,0,0,0,0
,CLK907146-8,Printing Equipment Replacement Plan 2014-2019,Polar-Mohr Paper Cutters -Bindery Equipment - 2018,0,0,0,0,300,0,0,0,0,0
,CLK907146-9,Printing Equipment Replacement Plan 2014-2019,"Stahl Flr Fldr, 3 hole punch & Interl.Stich - 2019",0,0,0,0,0,300,0,0,0,0
,CLK907350-2,TMMIS SOGR,TMMIS SOGR 2019,0,0,0,0,0,300,305,310,315,0
,CLK907352-1,Infra. to support Council/Committee Meetings,"Council, Comm. Rms & Community Council Refresh",0,0,0,0,0,500,600,590,0,0
,CLK907352-2,Infra. to support Council/Committee Meetings,Infra. to support Council/Committee Meetings,425,325,550,0,0,0,0,0,0,0
,CLK907357-3,Case Management System for Ombudsman,Case Management System for Ombudsman,0,0,530,0,0,0,0,0,0,0
,CLK907361-2,Alternate Voting,Alternate Voting Phase 2,0,150,200,750,500,0,0,0,0,0
,CLK907361-4,Alternate Voting,Alternate Voting - SOGR,0,0,0,0,0,0,0,750,500,500
,CLK907368-13,Information Management Infrastructure,Open Information S3 - Change in Scope ,74,0,0,0,0,0,0,0,0,0
,CLK907368-16,Information Management Infrastructure,Open Information ,-150,0,150,150,235,565,0,0,0,0
,CLK907368-6,Information Management Infrastructure,Enterprise Doc & Rec Mgmt Solution (EDRMS) CCO,680,0,0,0,0,0,0,0,0,0
,CLK907369-1,Information Management SOGR,EDRMS SOGR,0,0,0,0,0,500,"1,000",700,700,600
,CLK907369-2,Information Management SOGR,Digital Asset Library SOGR,0,0,200,500,0,0,0,0,0,0
,CLK907372-1,Council Transition System Changes,Council Transition Sys Changes-2018,0,0,0,0,600,600,195,0,0,0
,CLK907376-2,IP Workflow Management System SOGR ,Information Workflow Mgt. System SOGR,0,0,0,0,0,0,400,400,400,0
,CLK907384-1,Registry Services Systems SOGR,Registry Services System SOGR,0,0,50,300,400,0,0,0,0,0
,CLK907389-1,Toronto Gaming Info. System (TGIS) SOGR,Toronto Gaming Info System (TGIS) SOGR,0,0,0,52,340,0,0,0,0,0
,CLK907415-1,Mail Security and Mail Room Upgrades,Mail Security & Mail Room Upgrade,500,0,0,0,0,0,0,0,0,0
,CLK907462-2,Lobbyist Registry Development and Maintenance,Lobbyist Registry SOGR,0,0,0,0,600,700,700,0,0,0
,CLK907573-1,Records Centre Tracking System,Records Centre Tracking System - SOGR,0,150,350,0,0,0,0,0,0,0
,CLK907573-2,Records Centre Tracking System,Order Picker Replacement (2 Machines) - 2016,0,0,130,0,0,0,0,0,0,0
,CLK907573-3,Records Centre Tracking System,Order Picker Replacement (1 Machine) - 2020 ,0,0,0,0,0,0,70,0,0,0
,CLK907573-4,Records Centre Tracking System,Order Picker Replacement (1 Machine) - 2021,0,0,0,0,0,0,0,70,0,0
,CLK907573-5,Records Centre Tracking System,Order Picker Replacement (1 Machine) - 2022,0,0,0,0,0,0,0,0,70,0
,CLK907825-1,  Constituency Management System ,Constistuency Management System Usability Enh,134,0,0,0,0,0,0,0,0,0
,CLK907856-1,First & Second Floor Health & Safety Remediation,First & Second Floor Health & Safety Remediation,200,0,0,0,0,0,0,0,0,0
,ECT907822-1,Commercial Facade Improvement Program (2013) New,Commercial Facade Improvement(2013)New,300,0,0,0,0,0,0,0,0,0
,EDV906517-1,BIA Streetscape Improvement Program (2015-2023),BIA Streetscape Improvement Program (2015-2023),0,"3,464","3,464","3,464","3,464","3,464","3,464","3,464","3,464","3,464"
,EDV906518-1,Mural Program (2015-2023),Mural Program (2015-2023),0,50,50,50,50,50,50,50,50,50
,EDV906519-1,Commercial Facade Improvement Program (2015-2023),Commercial Facade Improvement Program (2014-2022),0,256,556,556,556,556,556,556,556,556
,EXH00007 -59,COLISEUM COMPLEX,Structural Deficiencies,0,0,0,100,0,0,0,0,0,0
,EXH00007 -72,COLISEUM COMPLEX,"Interior Walls, Ceilings & Finishes",0,0,0,0,0,175,205,0,0,0
,EXH00007 -73,COLISEUM COMPLEX,Building Envelope Deficiencies (Industry Building),0,500,580,770,0,0,0,0,0,0
,EXH000525-56,DIRECT ENERGY CENTRE (formerly NTC),Chiller/Cooling Tower Exhaust,0,0,595,155,150,0,100,600,0,0
,EXH000525-60,DIRECT ENERGY CENTRE (formerly NTC),New Floor Resurfacing in Halls A to D,0,0,0,0,500,500,150,0,0,400
,EXH000525-62,DIRECT ENERGY CENTRE (formerly NTC),Washrooms Renovation,"1,800",0,0,0,0,0,0,0,0,0
,EXH000525-64,DIRECT ENERGY CENTRE (formerly NTC), Replace $ Retrofit Various Loading dock Ramps,0,0,0,0,0,0,0,0,0,200
,EXH000525-65,DIRECT ENERGY CENTRE (formerly NTC),Roof Sectional Replacement ,0,0,0,0,0,0,0,0,0,750
,EXH000525-66,DIRECT ENERGY CENTRE (formerly NTC),Boilers Retrofit & Overhaul,0,0,0,0,0,0,0,0,750,0
,EXH000525-67,DIRECT ENERGY CENTRE (formerly NTC), Transformers Retrofit & Overhaul,0,0,0,0,0,0,0,0,500,0
,EXH006   -53,BETTER LIVING CENTRE,Under Floor Heating,0,0,0,0,0,0,225,0,0,0
,EXH006   -60,BETTER LIVING CENTRE,Air Handling Unit Replacement,0,0,0,0,0,0,500,0,0,0
,EXH006   -61,BETTER LIVING CENTRE,Interior Lead Capsulation,100,100,0,0,0,0,0,0,0,0
,EXH006   -62,BETTER LIVING CENTRE,Electrical/IT Infrastructure,0,0,0,0,190,0,0,0,0,0
,EXH260   -37,"PARKS, PARKING LOTS AND ROADS",West Bailey Bridge Investigation & Retrofit,0,0,0,0,0,0,0,100,0,200
,EXH270   -22,HORSE PALACE,East Side Roof Replacement & PV Temp Relocation,0,0,0,0,0,500,875,0,0,0
,EXH270   -28,HORSE PALACE,Lighting Control & Distribution Panel Retrofit,0,0,0,0,0,0,0,200,0,0
,EXH270   -35,HORSE PALACE,Restore Washrooms,0,0,0,0,100,0,0,0,0,0
,EXH270   -41,HORSE PALACE,Reinforce Bldg Structure for Seismic Requirement,0,0,0,0,0,0,0,275,0,0
,EXH270   -42,HORSE PALACE,Modernize Freight Elevator & Replace Piston,0,0,0,0,0,75,0,0,0,0
,EXH270   -43,HORSE PALACE,Radian Heat Replacement,0,0,0,0,0,300,0,0,0,0
,EXH290   -31,QUEEN ELIZABETH BUILDING,"Replace Exterior Sealant, Masonry & Cocrete Retrof",0,0,0,0,0,0,0,200,0,0
,EXH290   -32,QUEEN ELIZABETH BUILDING,Replace Roofs at Executive Offices,350,0,0,0,0,0,0,0,0,0
,EXH290   -35,QUEEN ELIZABETH BUILDING,Replace Rooftop Heating & Cooling Units in Hall,100,100,0,0,0,0,0,0,0,0
,EXH290   -47,QUEEN ELIZABETH BUILDING,Replace Roof at Exhibit Hall,0,0,950,550,300,0,0,0,0,0
,EXH290   -48,QUEEN ELIZABETH BUILDING,Replace Roof at Theatre,0,400,0,0,0,0,0,0,0,0
,EXH290   -49,QUEEN ELIZABETH BUILDING,Retrofit Passenger Elevator in Office,0,0,0,0,0,0,0,140,0,0
,EXH330   -38,FOOD BUILDING,Roof Sectional Replacement,0,0,0,0,0,0,0,0,725,0
,EXH350   -81,EQUIPMENT,PublicAddressSystemRetrofit in Various Bldgs,0,175,0,0,0,0,0,0,0,150
,EXH360   -85,OTHER BUILDINGS,Automotive Bldg - Masonry Repointing & Flashing,0,0,0,0,0,0,0,100,0,0
,EXH360   -86,OTHER BUILDINGS,Princes'Gates - Masonry Repointing & Flashing,0,0,0,0,0,0,0,100,0,0
,EXH907207-8,ALLSTREAM (CONFERENCE) CENTRE,Huffcore Wall Replacement,0,0,0,0,0,0,250,0,0,300
,EXH907207-9,ALLSTREAM (CONFERENCE) CENTRE,Heat Pump Replacement,0,0,0,0,0,0,150,0,0,0
,EXH907588-10,GENERAL SERVICES BUILDING,New Emergency Generator,0,0,0,0,0,75,0,0,0,0
,EXH907588-12,GENERAL SERVICES BUILDING,High Roof Replacement,0,0,0,0,0,50,0,0,0,0
,EXH907588-13,GENERAL SERVICES BUILDING,Accessibility Retrofit,0,0,0,65,0,75,0,0,0,0
,EXH907589-7,PRESS BUILDING,Roof Replacement,0,0,0,0,0,0,0,200,0,0
,FAC906179-42,Special Corporate Projects,Facilities Preventive Maintenance System - Phase 2,848,570,0,0,0,0,0,0,0,0
,FAC906179-45,Special Corporate Projects,Capital Asset Data Integration,500,0,0,0,0,0,0,0,0,0
,FAC906391-30,Environmental,Designated Substance&Environmental Work,0,0,0,"1,095",0,0,0,0,0,0
,FAC906391-36,Environmental,Designated Substance&Environmental Work,0,0,0,0,0,0,0,"1,216",0,0
,FAC906391-37,Environmental,Designated Substance&Environmental Work,0,0,0,0,0,0,0,0,"1,248",0
,FAC906391-39,Environmental,Emergency Environmental Remediation ,0,257,0,0,0,0,0,0,0,0
,FAC906391-40,Environmental,Emergency Environmental Remediation ,0,0,264,0,0,0,0,0,0,0
,FAC906391-41,Environmental,Emergency Environmental Remediation ,0,0,0,271,0,0,0,0,0,0
,FAC906391-43,Environmental,Emergency Environmental Remediation ,0,0,0,0,0,286,0,0,0,0
,FAC906391-45,Environmental,Emergency Environmental Remediation ,0,0,0,0,0,0,0,302,0,0
,FAC906391-46,Environmental,Emergency Environmental Remediation ,0,0,0,0,0,0,0,0,310,0
,FAC906391-47,Environmental,Designated Substance&Environmental Work,0,"1,039",0,0,0,0,0,0,0,0
,FAC906392-18,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,900,0,0,0,0,0,0,0,0,0
,FAC906392-19,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,0,"1,000",0,0,0,0,0,0,0,0
,FAC906392-20,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,0,0,"1,000",0,0,0,0,0,0,0
,FAC906392-21,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,0,0,0,"1,000",0,0,0,0,0,0
,FAC906392-22,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,0,0,0,0,"1,000",0,0,0,0,0
,FAC906392-23,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,0,0,0,0,0,"1,000",0,0,0,0
,FAC906392-24,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,0,0,0,0,0,0,"1,000",0,0,0
,FAC906392-25,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,0,0,0,0,0,0,0,"1,000",0,0
,FAC906392-26,Barrier Free/Equity,Barrier Free Essential Audits & Retrofits,0,0,0,0,0,0,0,0,"1,000",0
,FAC906393-21,Re-roofing,Various Locations -Police Tower Sites-Replacement ,261,0,0,0,0,0,0,0,0,0
,FAC906394-139,Structural/Building Envelope,Tech Audits & Capital Project Validations,0,0,0,0,0,"1,651",0,0,0,0
,FAC906394-143,Structural/Building Envelope,Tech Audits & Capital Project Validations,0,0,0,0,0,0,"1,700",0,0,0
,FAC906394-179,Structural/Building Envelope,Var Locs-Struc Repairs @ City Facilities,600,0,0,0,0,0,0,0,0,0
